pais,ano,krause,valor,moeda,tipo,qualidade,material,diametro,detalhe,anverso,reverso,datacadastro; 
Brasil,1994,634,25 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,23.5MM,,,,15 de jun de 2018; 
Brasil,1994,632,5 CENTAVO,REAL,Moeda,,ACO,21MM,,,,15 de jun de 2018; 
Brasil,1994,635,50 CENTAVO,REAL,Moeda,,ACO,23MM,,,,15 de jun de 2018; 
Brasil,1994,627,5,CRUZEIRO REAL,Moeda,MBC,ACO INOX,21MM,,VALOR,ARARA,4 de out de 2018; 
Brasil,1995,631,1 CENTAVO,REAL,Moeda,,ACO,20MM,,,,15 de jun de 2018; 
Brasil,1995,633,10 CENTAVO,REAL,Moeda,,ACO,22MM,,,,15 de jun de 2018; 
Brasil,1995,641,10 CENTAVO,REAL,Moeda,,ACO,22MM,FAO ALIMENTOS PARA TODOS,,,15 de jun de 2018; 
Brasil,1995,634,25 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,23.5MM,,,,15 de jun de 2018; 
Brasil,1995,632,5 CENTAVO,REAL,Moeda,,ACO,21MM,,,,15 de jun de 2018; 
Brasil,1995,635,50 CENTAVO,REAL,Moeda,,ACO,23MM,,,,15 de jun de 2018; 
Brasil,1995,642,25 CENTAVO,REAL,Moeda,MB,ACO INOX,23.5MM,FAO,VALOR,HOMEN PLANTANDO,15 de jun de 2018; 
Brasil,1996,631,1 CENTAVO,REAL,Moeda,,ACO,20MM,,,,15 de jun de 2018; 
Brasil,1996,633,10 CENTAVO,REAL,Moeda,,ACO,22MM,,,,15 de jun de 2018; 
Brasil,1996,632,5 CENTAVO,REAL,Moeda,,ACO,21MM,,,,15 de jun de 2018; 
Brasil,1997,631,1 CENTAVO,REAL,Moeda,,ACO,20MM,,,,15 de jun de 2018; 
Brasil,1997,633,10 CENTAVO,REAL,Moeda,,ACO,22MM,,,,15 de jun de 2018; 
Brasil,1997,632,5 CENTAVO,REAL,Moeda,,ACO,21MM,,,,15 de jun de 2018; 
Brasil,1998,653,1,REAL,Moeda,,BIMETALICA,27MM,,DECLARACAO UNIVERSAL DOS DIREITOS HUMANOS,,15 de jun de 2018; 
Brasil,1998,652,1,REAL,Moeda,,BIMETALICA,27MM,,EFIGIE DA REPUBLICA,,15 de jun de 2018; 
Brasil,1998,647,1 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE COBRE,17MM,,,,15 de jun de 2018; 
Brasil,1998,649.2,10 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,20MM,,,,15 de jun de 2018; 
Brasil,1998,650,25 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,25MM,,,,15 de jun de 2018; 
Brasil,1998,648,5 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE COBRE,22MM,,,,15 de jun de 2018; 
Brasil,1998,651,50 CENTAVO,REAL,Moeda,,COBRE NICKEL,23MM,,,,15 de jun de 2018; 
Brasil,1999,652,1,REAL,Moeda,,BIMETALICA,27MM,,EFIGIE DA REPUBLICA,,15 de jun de 2018; 
Brasil,1999,647,1 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE COBRE,17MM,,,,15 de jun de 2018; 
Brasil,1999,649.2,10 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,20MM,,,,15 de jun de 2018; 
Brasil,1999,650,25 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,25MM,,,,15 de jun de 2018; 
Brasil,1999,648,5 CENTAVO,REAL,Moeda,,COBRE NICKEL,21.9MM,,VALOR,TIRADENTES,15 de jun de 2018; 
Brasil,2000,650,25 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,25MM,,,,15 de jun de 2018; 
Brasil,2000,648,5 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE COBRE,22MM,,,,15 de jun de 2018; 
Brasil,2000,651,50 CENTAVO,REAL,Moeda,,COBRE NICKEL,23MM,,,,15 de jun de 2018; 
Brasil,2000,647,1 CENTAVO,REAL,Moeda,BC,COBRE,17MM,,VALOR,CABRAL,15 de jun de 2018; 
Brasil,2000,649.2,10 CENTAVO,REAL,Moeda,BOA,LATAO,20MM,,D PEDRO I,VALOR,15 de jun de 2018; 
Brasil,2001,647,1 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE COBRE,17MM,,,,15 de jun de 2018; 
Brasil,2001,649.2,10 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,20MM,,,,15 de jun de 2018; 
Brasil,2001,650,25 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,25MM,,,,15 de jun de 2018; 
Brasil,2001,648,5 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE COBRE,22MM,,,,15 de jun de 2018; 
Brasil,2001,651,50 CENTAVO,REAL,Moeda,,COBRE NICKEL,23MM,,,,15 de jun de 2018; 
Brasil,2002,656,1,REAL,Moeda,,BIMETALICA,27MM,,CENTENARIO JK,,15 de jun de 2018; 
Brasil,2002,652A,1,REAL,Moeda,,BIMETALICA,27MM,,EFIGIE DA REPUBLICA,,15 de jun de 2018; 
Brasil,2002,647,1 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE COBRE,17MM,,,,15 de jun de 2018; 
Brasil,2002,649.2,10 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,20MM,,,,15 de jun de 2018; 
Brasil,2002,650,25 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,25MM,,,,15 de jun de 2018; 
Brasil,2002,648,5 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE COBRE,22MM,,,,15 de jun de 2018; 
Brasil,2002,651,50 CENTAVO,REAL,Moeda,,COBRE NICKEL,23MM,,,,15 de jun de 2018; 
Brasil,2003,652A,1,REAL,Moeda,,BIMETALICA,27MM,,EFIGIE DA REPUBLICA,,15 de jun de 2018; 
Brasil,2003,647,1 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE COBRE,17MM,,,,15 de jun de 2018; 
Brasil,2003,649.2,10 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,20MM,,,,15 de jun de 2018; 
Brasil,2003,650,25 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,25MM,,,,15 de jun de 2018; 
Brasil,2003,648,5 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE COBRE,22MM,,,,15 de jun de 2018; 
Brasil,2003,651,50 CENTAVO,REAL,Moeda,,COBRE NICKEL,23MM,,,,15 de jun de 2018; 
Brasil,2004,652A,1,REAL,Moeda,,BIMETALICA,27MM,,EFIGIE DA REPUBLICA,,15 de jun de 2018; 
Brasil,2004,647,1 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE COBRE,17MM,,,,15 de jun de 2018; 
Brasil,2004,649.2,10 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,20MM,,,,15 de jun de 2018; 
Brasil,2004,650,25 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,25MM,,,,15 de jun de 2018; 
Brasil,2004,648,5 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE COBRE,22MM,,,,15 de jun de 2018; 
Brasil,2005,668,1,REAL,Moeda,,BIMETALICA,27MM,,40 ANOS BC,,15 de jun de 2018; 
Brasil,2005,652A,1,REAL,Moeda,,BIMETALICA,27MM,,EFIGIE DA REPUBLICA,,15 de jun de 2018; 
Brasil,2005,649.2,10 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,20MM,,,,15 de jun de 2018; 
Brasil,2005,650,25 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,25MM,,,,15 de jun de 2018; 
Brasil,2005,648,5 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE COBRE,22MM,,,,15 de jun de 2018; 
Brasil,2005,651,50 CENTAVO,REAL,Moeda,,COBRE NICKEL,23MM,,,,15 de jun de 2018; 
Brasil,2006,652A,1,REAL,Moeda,,BIMETALICA,27MM,,EFIGIE DA REPUBLICA,,15 de jun de 2018; 
Brasil,2006,649.2,10 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,20MM,,,,15 de jun de 2018; 
Brasil,2006,650,25 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,25MM,,,,15 de jun de 2018; 
Brasil,2006,648,5 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE COBRE,22MM,,,,15 de jun de 2018; 
Brasil,2006,651,50 CENTAVO,REAL,Moeda,,COBRE NICKEL,23MM,,,,15 de jun de 2018; 
Brasil,2007,652A,1,REAL,Moeda,,BIMETALICA,27MM,,EFIGIE DA REPUBLICA,,15 de jun de 2018; 
Brasil,2007,649.2,10 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,20MM,,,,15 de jun de 2018; 
Brasil,2007,650,25 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,25MM,,,,15 de jun de 2018; 
Brasil,2007,648,5 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE COBRE,22MM,,,,15 de jun de 2018; 
Brasil,2007,651,50 CENTAVO,REAL,Moeda,,COBRE NICKEL,23MM,,,,15 de jun de 2018; 
Brasil,2008,652A,1,REAL,Moeda,,BIMETALICA,27MM,,EFIGIE DA REPUBLICA,,15 de jun de 2018; 
Brasil,2008,649.2,10 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,20MM,,,,15 de jun de 2018; 
Brasil,2008,650,25 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,25MM,,,,15 de jun de 2018; 
Brasil,2008,648,5 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE COBRE,22MM,,,,15 de jun de 2018; 
Brasil,2008,651,50 CENTAVO,REAL,Moeda,,COBRE NICKEL,23MM,,,,15 de jun de 2018; 
Brasil,2009,652A,1,REAL,Moeda,,BIMETALICA,27MM,,EFIGIE DA REPUBLICA,,15 de jun de 2018; 
Brasil,2009,649.2,10 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,20MM,,,,15 de jun de 2018; 
Brasil,2009,650,25 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,25MM,,,,15 de jun de 2018; 
Brasil,2009,648,5 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE COBRE,22MM,,,,15 de jun de 2018; 
Brasil,2009,651,50 CENTAVO,REAL,Moeda,,COBRE NICKEL,23MM,,,,15 de jun de 2018; 
Brasil,2010,652A,1,REAL,Moeda,,BIMETALICA,27MM,,EFIGIE DA REPUBLICA,,15 de jun de 2018; 
Brasil,2010,649.2,10 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,20MM,,,,15 de jun de 2018; 
Brasil,2010,650,25 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,25MM,,,,15 de jun de 2018; 
Brasil,2010,648,5 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE COBRE,22MM,,,,15 de jun de 2018; 
Brasil,2010,651,50 CENTAVO,REAL,Moeda,,COBRE NICKEL,23MM,,,,15 de jun de 2018; 
Brasil,2011,652A,1,REAL,Moeda,,BIMETALICA,27MM,,EFIGIE DA REPUBLICA,,15 de jun de 2018; 
Brasil,2011,649.2,10 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,20MM,,,,15 de jun de 2018; 
Brasil,2011,650,25 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,25MM,,,,15 de jun de 2018; 
Brasil,2011,648,5 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE COBRE,22MM,,,,15 de jun de 2018; 
Brasil,2011,651,50 CENTAVO,REAL,Moeda,,COBRE NICKEL,23MM,,,,15 de jun de 2018; 
Brasil,2012,679,1,REAL,Moeda,,BIMETALICA,27MM,,ENTREGA DA BANDEIRA OLIMPICA,,15 de jun de 2018; 
Brasil,2012,652A,1,REAL,Moeda,,BIMETALICA,27MM,,EFIGIE DA REPUBLICA,,15 de jun de 2018; 
Brasil,2012,649.2,10 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,20MM,,,,15 de jun de 2018; 
Brasil,2012,650,25 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,25MM,,,,15 de jun de 2018; 
Brasil,2012,648,5 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE COBRE,22MM,,,,15 de jun de 2018; 
Brasil,2012,651,50 CENTAVO,REAL,Moeda,,COBRE NICKEL,23MM,,,,15 de jun de 2018; 
Brasil,2013,652A,1,REAL,Moeda,,BIMETALICA,27MM,,EFIGIE DA REPUBLICA,,15 de jun de 2018; 
Brasil,2013,649.2,10 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,20MM,,,,15 de jun de 2018; 
Brasil,2013,650,25 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,25MM,,,,15 de jun de 2018; 
Brasil,2013,648,5 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE COBRE,22MM,,,,15 de jun de 2018; 
Brasil,2013,651,50 CENTAVO,REAL,Moeda,,COBRE NICKEL,23MM,,,,15 de jun de 2018; 
Brasil,2014,652A,1,REAL,Moeda,,BIMETALICA,27MM,,EFIGIE DA REPUBLICA,,15 de jun de 2018; 
Brasil,2014,649.2,10 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,20MM,,,,15 de jun de 2018; 
Brasil,2014,650,25 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE LATAO,25MM,,,,15 de jun de 2018; 
Brasil,2014,648,5 CENTAVO,REAL,Moeda,,ACO REVESTIDO DE COBRE,22MM,,,,15 de jun de 2018; 
Brasil,2014,651a,50 CENTAVO,REAL,Moeda,MBC,COBRE NICKEL,23MM,,,RIO BRANCO,15 de jun de 2018; 
Brasil,2014,690,1,REAL,Moeda,FC,BIMETALICA,27MM,RIO 2016 COMEMORATIVA,VALOR,GOLFE,15 de jun de 2018; 
Brasil,2014,689,1,REAL,Moeda,FC,BIMETALICA,27MM,RIO 2016 COMEMORATIVA,VALOR, PARATRIATLO,15 de jun de 2018; 
Brasil,2014,688,1,REAL,Moeda,SOB,BIMETALICA,27MM,RIO 2016 COMEMORATIVA,VALOR,NATACAO,15 de jun de 2018; 
Brasil,2014,687,1,REAL,Moeda,SOB,BIMETALICA,27MM,RIO 2016 COMEMORATIVA,VALOR,ATLETISMO,15 de jun de 2018; 
Brasil,2015,652A,1,REAL,Moeda,FC,BIMETALICA,27MM,50 ANOS BANCO CENTRAL,,,15 de jun de 2018; 
Brasil,2015,705,1,REAL,Moeda,SOB,BI METALICA,27MM,RIO 2016 COMEMORATIVA,VALOR,BARCO A VELA,15 de jun de 2018; 
Brasil,2015,707,1,REAL,Moeda,SOB,BI METALICA,27MM,RIO 2016 COMEMORATIVA,VALOR,RUGBI,15 de jun de 2018; 
Brasil,2015,706,1,REAL,Moeda,SOB,BI METALICA,27MM,RIO 2016 COMEMORATIVA,VALOR,PARACANOAGEM,15 de jun de 2018; 
Brasil,2015,704,1,REAL,Moeda,FC,BI METALICA,27MM,RIO 2016 COMEMORATIVA,VALOR,BASQUETE,15 de jun de 2018; 
Brasil,2015,709,1,REAL,Moeda,BOA,BI METALICA,27MM,,VALOR,RIO 2016 VOLEI,15 de jun de 2018; 
Brasil,2015,711,1,REAL,Moeda,BOA,BI METALICA,27MM,,VALOR,RIO 2016 JUDO,15 de jun de 2018; 
Brasil,2015,708,1,REAL,Moeda,BOA,BI METALICA,27MM,,VALOR,FUTEBOL,15 de jun de 2018; 
Brasil,2015,710,1,REAL,Moeda,BOA,BIMETALICA,27MM,,VALOR,ATLETISMO PARALIMPICO,15 de jun de 2018; 
Brasil,2015,648,5 CENTAVO,REAL,Moeda,SOB,ACO COBRE,21.9MM,,VALOR,TIRADENTES,15 de jun de 2018; 
Brasil,2015,650,25 CENTAVO,REAL,Moeda,SOB,ACO LATAO,25MM,,VALOT,DEODORO DA FONSECA,15 de jun de 2018; 
Brasil,2015,651a,50 CENTAVO,REAL,Moeda,MBC,ACO,23MM,,,,15 de jun de 2018; 
Brasil,2015,649,10 CENTAVO,REAL,Moeda,MBC,LATAO ACO,20MM,,D PEDRO I,VALOR,15 de jun de 2018; 
Brasil,2016,103,1,REAL,Moeda,FC,BI METALICA,27MM,RIO 2016 COMEMORATIVA,VALOR,MASCOTE VINICIUS,15 de jun de 2018; 
Brasil,2016,102,1,REAL,Moeda,FC,BI METALICA,27MM,RIO 2016 COMEMORATIVA,VALOR,BOX,15 de jun de 2018; 
Brasil,2016,101,1,REAL,Moeda,FC,BI METALICA,27MM,RIO 2016 COMEMORATIVA,VALOR,MASCOTE TOM,15 de jun de 2018; 
Brasil,2016,100,1,REAL,Moeda,FC,BI METALICA,27MM,RIO 2016 COMEMORATIVA,VALOR,NATACAO PARALIMPICA,15 de jun de 2018; 
Brasil,2016,649.2,10 CENTAVO,REAL,Moeda,B,ACO LATAO,20MM,,,,15 de jun de 2018; 
Brasil,2016,651a,50 CENTAVO,REAL,Moeda,B,ACO INOX,23MM,,,,15 de jun de 2018; 
Brasil,2016,652A,1,REAL,Moeda,SOB,BI METALICO,27MM,,VALOR,EFIGIE DA REPUBLICA,15 de jun de 2018; 
Brasil,2016,648,5 CENTAVO,REAL,Moeda,MBC,ACO COBRE,21.9MM,,VALOR,TIRADENTES,15 de jun de 2018; 
Brasil,2016,650,25 CENTAVO,REAL,Moeda,SOB,ACO LATAO,25MM,,VALOR,DEODORO DA FONSECA,15 de jun de 2018; 
Brasil,2017,649.2,10 CENTAVO,REAL,Moeda,SOB,ACO LATAO,20MM,,VALOR,,15 de jun de 2018; 
Brasil,2017,648,5 CENTAVO,REAL,Moeda,B,ACO COBRE,21.9MM,,VALOR,TIRADENTES,15 de jun de 2018; 
Brasil,2017,650,25 CENTAVO,REAL,Moeda,FC,ACO LATAO,25MM,,VALOR,DEODORO,15 de jun de 2018; 
Brasil,2017,104,1,REAL,Moeda,SOB,BI METALICA,27MM,,VALOR,,15 de jun de 2018; 
Brasil,2017,651a,50 CENTAVO,REAL,Moeda,SOB,ACO INOX,23MM,,VALOR,RIO BRANCO,20 de jun de 2018; 
Brasil,2018,652a,1,REAL,Moeda,SOB,BI METALICA,27 MM,,VALOR,EFIGIE DA REPUBLICA,13 de ago de 2018; 
Brasil,2018,648,5 CENTAVO,REAL,Moeda,MBC,ACO COBRE,21.9MM,,TIRADENTES,VALOR,21 de ago de 2018; 
Brasil,2018,651A,50 CENTAVO,REAL,Moeda,MBC,ACO INOX,23MM,,RIO BRANCO,VALOR,10 de set de 2018; 
Brasil,2018,650,25 CENTAVO,REAL,Moeda,MBC,ACO LATAO,25MM,,VALOR,DEODORO DA FONSECA,14 de set de 2018; 
Brasil,2018,649.2,10 CENTAVO,REAL,Moeda,FC,ACO LATAO,20 MM,,VALOR,D PEDRO I,28 de set de 2018; 
Brasil,2019,652A,1,REAL,Moeda,SOB,BI METALICA,27MM,,BRASIL,1 REAL,21 de ago de 2019; 
Brasil,2019,649.2,10 CENTAVO,REAL,Moeda,SOB,ACO LATAO,20MM,,BRASIL PEDRO I,10 CENTAVOS,21 de ago de 2019; 
Brasil,2019,650,25 CENTAVOS,REAL,Moeda,SOB,LATAO,25MM,,DEODORO FONSECA,VALOR,28 de out de 2019; 
Brasil,2019,UC100,1,REAL,Moeda,FC,BI METALICA,27MM,25 ANOS PLANO REAL,BEIJA FLOR,VALOR,28 de out de 2019; 
Brasil,2019,651A,50 CENTAVO,REAL,Moeda,SOB,ACO INOX,23MM,,VALOR,BARAO RIO BRANCO,18 de nov de 2019; 
Brasil,2019,648,5 CENTAVO,REAL,Moeda,BC,ACO COBRE,21.9MM,,BRASIL,TIRADENTES,18 de nov de 2019; 
Brasil,1931,518,100,REIS,Moeda,MBC,CUPRO NIQUEL,21.3MM,,VALOR,REPUBLICA DOS ESTADOS UNIDOS DO BRASIL,27 de fev de 2020; 
Brasil,1931,519,200,REIS,Moeda,MBC,CUPRO NIQUEL,25MM,,REPUBLICA,,27 de fev de 2020; 
Brasil,2019,648,5 CENTAVO,REAL,Moeda,SOB,ACO COBRE,21.9MM,LETRA A - CUNHADA NA HOLANDA,,,28 de fev de 2020; 
Brasil,2019,651,50 CENTAVO,REAL,Moeda,SOB,ACO INOX,23MM,CUNHAGEM A - HOLANDA,VALOR,RIO BRANCO,13 de abr de 2020; 
Brasil,1958,569,50 CENRAVO,CRUZEIRO,Moeda,B,ALUMINIO,21.07MM,,,,17 de mai de 2020; 
Brasil,1956,564,10 CENTAVO,CRUZEIRO,Moeda,B,ALUMINIO,17.3MM,,,,17 de mai de 2020; 
Brasil,1943,555A,10 CENTAVO,CRUZEIRO,Moeda,MB,ALUMINIO BRONZE,17.22MM,,,,17 de mai de 2020; 
Bulgaria,2000,237,1 Stotinka,LEV,Moeda,B,ALUMINIO BRONZE,16MM,,VALOR,HOMEN NO CAVALO,15 de jun de 2018; 
Cabo Verde,1994,33,20,ESCUDO,Moeda,,ACO NICKEL,25MM,,EMBLEMA NACIONAL,FLOR DE CARQUEJA,15 de jun de 2018; 
Canada,1974,62B,25 CENT,DOLAR CANADENSE,Moeda,,NICKEL,23.8MM,,BUSTO DA RAINHA JOVEM,ALCE,15 de jun de 2018; 
Canada,1978,77,10 CENT,DOLAR CANADENSE,Moeda,BOA,NICKEL,18.03MM,,RAINHA ELIZABETH II,NAVIO,15 de jun de 2018; 
Canada,1983,132,1 CENT,DOLAR,Moeda,B,BRONZE,19.1MM,,,,15 de jun de 2018; 
Canada,1987,132,1 CENT,DOLAR CANADENSE,Moeda,BOA,BRONZE,19.1MM,,ELIZABETH II,VALOR FLOR DE OUTONO,15 de jun de 2018; 
Canada,1992,204,1 CENT,DOLAR CANADENSE,Moeda,MBC,BRONZE,19.1MM,1867-1992,,,13 de ago de 2018; 
Canada,1996,204,1 CENT,DOLAR CANADENSE,Moeda,,BRONZE,19.10MM,KG,CABECA DA RAINHA,FOLHA DE BORDO,15 de jun de 2018; 
Canada,2005,493,25 CENT,DOLAR CANADENSE,Moeda,BOA,ACO NICKEL,23.88MM,,RAINHA ELIZABETH,CERVO COM VALOR,15 de jun de 2018; 
Canada,2007,490A,1 CENT,DOLAR CANADENSE,Moeda,,ACO NICKEL,19.5MM,KG,2 FOLHAS DE BORDO,,15 de jun de 2018; 
Canada,2008,490A,1 CENT,DOLAR CANADENSE,Moeda,MBC,ACO COBRE,19.05MM,,,,17 de mai de 2020; 
Canada,1985,132,1 CENT,DOLAR CANADENSE,Moeda,MBC,BRONZE,19.1MM,,,,17 de mai de 2020; 
Cazaquistao,1993,1A,2 TIYN,TENGE,Moeda,SOB,COBRE ZINCO,17.27MM,,VALOR NA ESTRELA,,15 de jun de 2018; 
Cazaquistao,1993,2A,5 TIYN,TENGE,Moeda,SOB,COBRE ZINCO,17.27,,VALOR NA ESTRELA,,15 de jun de 2018; 
Cazaquistao,1993,3A,10 TIYN,TENGE,Moeda,SOB,COBRE ZINCO,19.56MM,,VALOR NA ESTRELA,,15 de jun de 2018; 
Cazaquistao,1993,4A,20 TIYN,TENGE,Moeda,SOB,SOBRE ZINCO,21.87MM,,VALOR NA ESTRELA,,15 de jun de 2018; 
Cazaquistao,1993,5A,50 TIYN,TENGE,Moeda,SOB,COBRE ZINCO,25MM,,VALOR NA ESTRELA,,15 de jun de 2018; 
Chile,1958,181,10,PESO,Moeda,BC,ALUMINIO,29MM,UN CONDOR,REPUBLICA DE CHILE,10 PESOS,2 de set de 2019; 
Chile,1971,194,10 CENTesimos,ESCUDO,Moeda,BOA,ALUMINIO BRONZE,18.1MM,,E O HIGGINS,FORCAS ARMADAS E VALOR,15 de jun de 2018; 
Chile,1972,197,1,ESCUDO,Moeda,B,COBRE NICKEL,18.9MM,,,,15 de jun de 2018; 
Chile,1974,200,10,ESCUDO,Moeda,,ALUMINIO,24.93MM,,CONDOR SOBRE A PEDRA,,15 de jun de 2018; 
Chile,1990,216,1,PESO,Moeda,SOB,ALUMINIO BRONZE,17MM,,,,15 de jun de 2018; 
Chile,1992,226.2,100,PESO,Moeda,UTG,ALUMINIO BRONZE,26.8MM,BORDA POR LA RAZON O LA FORCA,VALOR,VALOR E ESCUDO FORCAS ARMADAS,15 de jun de 2018; 
Chile,1992,231,1,PESO,Moeda,B,ALUMINIO,16MM,,,,15 de jun de 2018; 
Chile,1994,228.2,10,PESO,Moeda,,ALUMINIO BRONZE,21MM,,GEN BERNARDO OHIGGINS,REPUBLICA DO CHILE,15 de jun de 2018; 
Chile,1995,228.2,10,PESO,Moeda,,ALUMINIO BRONZE,21MM,,GEN BERNARDO OHIGGINS,REPUBLICA DO CHILE,15 de jun de 2018; 
Chile,1998,219.2,50,PESO,Moeda,MBC,ALUMINIO BRONZE,25MM,,,,13 de ago de 2018; 
Chile,1999,228.2,10,PESO,Moeda,,ALUMINIO BRONZE,21MM,,GEN BERNARDO OHIGGINS,REPUBLICA DO CHILE,15 de jun de 2018; 
Chile,2008,228,10,PESO,Moeda,,NICKEL LATAO,21MM,,,,15 de jun de 2018; 
Chile,2009,236,100,PESO,Moeda,B,BI METALICA,23.5MM,,MAPUCHE,FORCAS  ARMADAS,15 de jun de 2018; 
Chile,2010,228,10,PESO,Moeda,,NICKEL LATAO,21MM,REPUBLICA DE CHILE,,,15 de jun de 2018; 
Chile,2011,228,10,PESO,Moeda,,NICKEL LATAO,21MM,,,,15 de jun de 2018; 
Chile,2012,228,10,PESO,Moeda,MBC,ALUMINIO BRONZE,21mm,,VALOR,BUSTO GENERAL BERNARDO OHIGGINS,15 de jun de 2018; 
Chile,2013,228,10,PESO,Moeda,BOA,NICKEL LATAO,21MM,,,,15 de jun de 2018; 
Chile,2014,228,10,PESO,Moeda,BOA,NICKEL LATAO,21MM,,,,15 de jun de 2018; 
Chile,1999,231,1,PESO,Moeda,MBC,ALUMINIO,16MM,,,,17 de mai de 2020; 
Chile,2007,228,10,PESO,Moeda,MBC,NIQUEL LATAO,21MM,,,,17 de mai de 2020; 
China,1979,1,1,FEN,Moeda,,ALUMINIO,18MM,EMBLEMA NACIONAL,,,15 de jun de 2018; 
China,1981,2,2,FEN,Moeda,,ALUMINIO,21MM,EMBLEMA NACIONAL,,,15 de jun de 2018; 
China,2004,1411,5,WU JIAO,Moeda,,LATAO,20.5MM,,,FLOR,15 de jun de 2018; 
China,2006,1411,5,WU JIAO,Moeda,,LATAO,20.5MM,,,FLOR,15 de jun de 2018; 
China,1991,1,1 FEN,YUAN,Moeda,MBC,ALUMINIO,18MM,,,,17 de mai de 2020; 
Chipre,1994,54.3,2,CENT,Moeda,SOB,NICKEL LATAO,19MM,,,,15 de jun de 2018; 
Chipre,1994,55.3,5,CENT,Moeda,SOB,NICKEL LATAO,22MM,,,,15 de jun de 2018; 
Chipre,1996,53.3,1,CENT,Moeda,SOB,NICKEL LATAO,16.5MM,,,,15 de jun de 2018; 
Colombia,1981,270,10,PESO,Moeda,,COBRE NICKEL ZINCO,28.1MM,,CAVALO,ISLAS DE SAN ANDRES Y PROVINCIA,15 de jun de 2018; 
Colombia,1995,287,200,PESO,Moeda,GASTA,COBRE NICKEL ZINCO,24.4MM,BORDA ESCRITA,VALOR,,15 de jun de 2018; 
Colombia,2007,286,500,PESO,Moeda,BC,BI METALICA,23.5MM,,VALOR,ARVORE,26 de jun de 2018; 
Colombia,2010,285,100,PESO,Moeda,,LATAO,23MM,,,,15 de jun de 2018; 
Colombia,2016,296,100,PESO,Moeda,MBC,ACO LATAO,20MM,,CACHO DE BANANA,VALOR,26 de jun de 2018; 
Colombia,2016,297,200,PESO,Moeda,MBC,COBRE ZINCO NIQUEL,22MM,,ARARA,VALOR,26 de jun de 2018; 
