pais,ano,krause,valor,moeda,tipo,qualidade,material,diametro,detalhe,anverso,reverso,datacadastro; 
Tailandia,2001,183,1,BAHT,Moeda,MBC,COBRE NIQUEL,20MM,,HOMEN DE OCULOS,3 TORRES,2 de jan de 2019; 
Tailandia,2015,443,1,BAHT,Moeda,SOB,COBRE NIQUEL,20MM,,HOMEM OCULOS,3 TORRES,2 de jan de 2019; 
Taiwan,1973,548,5,DOLAR,Moeda,MBC,CUPRO NICKEL,29MM,,VALOR, CABECA DE LADO,15 de jun de 2018; 
Taiwan,2014,551,1,DOLAR,Moeda,SOB,ALUMINIO BRONZE,20MM,,CABECA VIDARA PARA A ESQUERDA,VALOR ABAIXO DE 2 KANJIS,15 de jun de 2018; 
Tajiquistao,2011,35,1 DIRAM,SOMONI,Moeda,OTIMA,ACO REVESTIDO DE LATAO,14.5MM,,FORCAS ARMADAS,VALOR,15 de jun de 2018; 
Tchecoslovaquia,1984,89,50 Heller,COROA,Moeda,B,COBRE NICKEL,20.8MM,,VALOR 50H,LEAO COM 2 RABOS,15 de jun de 2018; 
Tonga,2005,66a,1 SENTI,PAANGA,Moeda,SOB,ACO COBRE,17.53MM,,ESPIGA MILHO,VALOR,18 de jun de 2018; 
Tunisia,1950,276,100,FRANCO,Moeda,MBC,CUPRO NICKEL,31MM,,TUNISIE,,15 de jun de 2018; 
Turquia,1949,888,10,KURUS,Moeda,,LATAO,18MM,,,,15 de jun de 2018; 
Turquia,1990,997,1000,LIRA,Moeda,GASTA,COBRE NICKEL ZINCO,25.8MM,,,,15 de jun de 2018; 
Turquia,1999,1103,50000,LIRA,Moeda,,ALUMINIO,20MM,FAO,,,15 de jun de 2018; 
Turquia,2002,1161,500000,LIRA,Moeda,,COBRE NICKEL,21MM,,,,15 de jun de 2018; 
Turquia,2002,1162,750000,LIRA,Moeda,,COBRE NICKEL,23.5MM,,,,15 de jun de 2018; 
Turquia,2009,1244,1,LIRA TURCA,Moeda,BC,BI METALICA,26.15MM,,,,13 de ago de 2018; 
Uganda,1987,27,1,SHILLING,Moeda,,ACO REVESTIDO DE COBRE,19.85MM,,FORCAS  ARMADAS,FLORES AO REDOR DO VALOR,15 de jun de 2018; 
Uganda,1987,28,2,SHILLING,Moeda,,ACO REVESTIDO DE COBRE,24.37MM,,FORCAS  ARMADAS,FLORES AO REDOR DO VALOR,15 de jun de 2018; 
Uganda,1987,29,5,SHILLING,Moeda,,ACO REVESTIDO DE COBRE,20.23MM,,FORCAS  ARMADAS,FLORES AO REDOR DO VALOR,15 de jun de 2018; 
Uniao Sovietica,1972,126A,1 KOPEK,RUBLO,Moeda,,Latao,15MM,,FORCAS  ARMADAS,VALOR,15 de jun de 2018; 
Uniao Sovietica,1980,129A,5,KOPECK,Moeda,,ALUMINIO BRONZE,25MM,CCCP,FORCAS  ARMADAS,,15 de jun de 2018; 
Uruguai,1830,25,10 CENTESIMO,PESO,Moeda,UTG,ALUMINIO BRONZE,27MM,CENTENARIO DE 1830 - FALRA UCOIN,FACE,LEOPARDO,5 de mai de 2019; 
Uruguai,1909,20,2 CENTESIMO,PESO,Moeda,UTG,COBRE NIQUEL,20MM,,,,15 de jun de 2018; 
Uruguai,1909,21,5 CENTESIMO,PESO,Moeda,REPOR,CUPRO NIQUEL,23MM,,VALOR,REPUBLICA ORIENTAL DEL URUGUAY,2 de set de 2019; 
Uruguai,1930,25,10 CENTESIMOS,PESO URUGUAIO,Moeda,UTG,ALUMINIO BRONZE,27MM,,VALOR ONCA,,26 de mai de 2019; 
Uruguai,1947,21A,5 CENTESIMO,PESO,Moeda,,COBRE,23MM,,SOL,,15 de jun de 2018; 
Uruguai,1953,34,5 CENTESIMO,PESO,Moeda,BOA,COBRE NICKEL,20MM,,VALOR,ARTIGAS,15 de jun de 2018; 
Uruguai,1953,35,10 CENTESIMO,PESO,Moeda,BOA,COBRE NIQUEL,22MM,,ARTIGAS,VALOR,15 de jun de 2018; 
Uruguai,1953,33,2 CENTESIMO,PESO,Moeda,BOA,COBRE NIQUEL,17MM,,ARTIGAS,VALOR,15 de jun de 2018; 
Uruguai,1960,38,5 CENTESIMO,PESO,Moeda,B,NIQUEL LATAO,20MM,,REPUBLICA ORIENTAL DEL URUGUAY ARTIGAS,VALOR,2 de set de 2019; 
Uruguai,1968,49,1,PESO,Moeda,,COBRE NIQUEL,17MM,,ARTIGAS EM BAIXO DA CABECA,FLOR,15 de jun de 2018; 
Uruguai,1968,51,10,PESO,Moeda,,COBRE NIQUEL,17MM,,ARTIGAS EM BAIXO DA CABECA,FLOR,15 de jun de 2018; 
Uruguai,1976,69,1,NUEVO PESO,Moeda,,ALUMINIO BRONZE,29MM,,CABECA DE JOSE GERVASIO ARTIGAS,,15 de jun de 2018; 
Uruguai,1977,69,1,NUEVO PESO,Moeda,,ALUMINIO BRONZE,29MM,,CABECA DE JOSE GERVASIO ARTIGAS,,15 de jun de 2018; 
Uruguai,1980,75,5,NUEVO PESO,Moeda,,COBRE NICKEL,26MM,,BANDEIRA DO URUGUAI,FLOR E VALOR,15 de jun de 2018; 
Uruguai,1980,74,1,NUEVO PESO,Moeda,,COBRE NICKEL,24MM,,FORCAS  ARMADAS,FLOR E VALOR,15 de jun de 2018; 
Uruguai,1981,67,20 CENTESIMO,PESO,Moeda,,ALUMINIO BRONZE,21.5MM,,PEQUENA CIDADE EM CIMA DO RIO,,15 de jun de 2018; 
Uruguai,1989,97,200,PESO,Moeda,,COBRE NIQUEL ZINCO,27MM,200 NS,MULHER ACORRENTADA,,15 de jun de 2018; 
Uruguai,1989,93,10,NUEVO PESO,Moeda,SOB,ACO INOX,18MM,,VALOR,REPUBLICA ORIENTAL DEL URUGUAY,2 de set de 2019; 
Uruguai,1989,94,50,NUEVO PESO,Moeda,MBC,ACO INOX,23MM,,VALOR,REPUBLICA ORIENTAL DEL URUGUAY,2 de set de 2019; 
Uruguai,1994,104.1,2,PESO,Moeda,,ALUMINIO BRONZE,23MM,,ARTIGAS EM BAIXO DA CABECA,,15 de jun de 2018; 
Uruguai,1994,103.1,1,PESO URUGUAIO,Moeda,,ALUMINIO BRONZE,20MM,,ARTIGAS EM BAIXO DA CABECA,,15 de jun de 2018; 
Uruguai,1998,103.2,1,PESO URUGUAIO,Moeda,,ALUMINIO BRONZE,20MM,,,,15 de jun de 2018; 
Uruguai,2000,121,10,PESO,Moeda,,BIMETALICA,28MM,,,,15 de jun de 2018; 
Uruguai,2003,120.1,5,PESO,Moeda,MBC,ALUMINIO BRONZE,26MM,,,,13 de ago de 2018; 
Uruguai,2005,103.2,1,PESO,Moeda,,ALUMINIO BRONZE,20MM,,,,15 de jun de 2018; 
Uruguai,2007,104.2,2,PESO,Moeda,,ALUMINIO BRONZE,23MM,,REPUBLICA ORIENTAL DO URUGUAI,,15 de jun de 2018; 
Uruguai,2011,103.2,1,PESO,Moeda,,ALUMINIO BRONZE,20MM,,ARTIGAS,,15 de jun de 2018; 
Uruguai,2011,104.2,2,PESO,Moeda,,ALUMINIO BRONZE,23MM,,ARTIGAS,,15 de jun de 2018; 
Uruguai,2011,134,10,PESO,Moeda,,BIMETALICA,27.5MM,,FORCAS  ARMADAS,TIGRE,15 de jun de 2018; 
Uruguai,1960,39,10 CENTESIMO,PESO,Moeda,MBC,NIQUEL LATAO,24MM,,ARTIGAS,VALOR,28 de out de 2019; 
Uruguai,1976,66,10 CENTESIMO,PESO,Moeda,MBC,LATAO ALUMINIO,18.5MM,,CAVALO,VALOR,28 de out de 2019; 
Uruguai,1960,41,50 CENTESIMO,PESO URUGUAIO,Moeda,MBC,CUPRO NIQUEL,22MM,,,,28 de fev de 2020; 
Uruguai,1960,40,25 CENTESIMO,PESO URUGUAIO,Moeda,MBC,CUPRO NIQUEL,18MM,,,,28 de fev de 2020; 
Uruguai,1949,20A,2 CENTESIMO,PESO URUGUAIO,Moeda,MBC,COBRE ZINCO,20MM,,,,28 de fev de 2020; 
Uruguai,1951,20A,2 CENTESIMO,PESO URUGUAIO,Moeda,MBC,COBRE ZINCO,20MM,,,,28 de fev de 2020; 
Uruguai,2005,102.2MM,5,PESO,Moeda,MBC,ALUMINIO BRONZE,26MM,,,,28 de fev de 2020; 
Uzbequistao,1994,6.1,50 TIYIN,SOM,Moeda,SOB,ACO NICKELADO,23.9MM,,VALOR ,,15 de jun de 2018; 
Uzbequistao,1994,5.2,20 TIYIN,SOM,Moeda,SOB,ACO NICKELADO,22MM,,,,15 de jun de 2018; 
Uzbequistao,1994,4.2,10 TIYIN,SOM,Moeda,SOB,ACO NICKELADO,18.8MM,,,,15 de jun de 2018; 
Uzbequistao,1994,3,5 TIYIN,SOM,Moeda,SOB,ACO LATAO,21.5MM,,,,15 de jun de 2018; 
Uzbequistao,1994,2,3 TIYIN,SOM,Moeda,SOB,ACO LATAO,20MM,,,,15 de jun de 2018; 
Uzbequistao,1994,1,1 TIYIN,SOM,Moeda,SOB,ACO LATAO,17MM,,,,15 de jun de 2018; 
Venezuela,1965,41,50 CENTIMO,BOLIVAR,Moeda,,NICKEL,20MM,,FACE,ESCUDO,15 de jun de 2018; 
Venezuela,1967,42,1,BOLIVAR,Moeda,MBC,NICKEL,23MM,,ROSTO,ESCUDO FORCAS ARMADAS,15 de jun de 2018; 
Venezuela,1967,Y43,2,BOLIVAR,Moeda,MB,NIQUEL,27MM,,VALOR E ESCUDO,BARRE,15 de jun de 2018; 
Venezuela,1977,53,5,BOLIVAR,Moeda,BOA,NICKEL,31 MM,,BARNE,BRASAO,15 de jun de 2018; 
Vietnam,2003,71,200,DONG,Moeda,SOB,ACO NICKEL,20.75MM,,,,15 de jun de 2018; 
Zambia,2012,208,50 Ngwee,KWACHA,Moeda,MB,ACO COBRR,21MM,,ELEFANTE,ESCUDO FORCAS ARMADAS,15 de jun de 2018; 
