"País","Denominação","Ano", "Var.", "Moeda", "Assunto","Estado (Conservação)","Preço, BRL","Número Krause","Tags","Comentário"
"Itália","50 liras","1970","","Lira italiana","","","","KM# 95.1","",""
"Itália","50 liras","1965","","Lira italiana","","","","KM# 95.1","",""
"Itália","100 liras","1996","","Lira italiana","","","","KM# 159","",""
"Itália","100 liras","1994","","Lira italiana","","","","KM# 159","",""
"Itália","100 liras","1981","","Lira italiana","","","","KM# 96.1","",""
"Itália","100 liras","1977","","Lira italiana","","","","KM# 96.1","",""
"Itália","100 liras","1965","","Lira italiana","","","","KM# 96.1","",""
"Itália","100 liras","1957","","Lira italiana","","","","KM# 96.1","",""
"Itália","100 liras","1956","","Lira italiana","","","","KM# 96.1","",""
"Itália","200 liras","1979","","Lira italiana","","","","KM# 105","",""
"Itália","200 liras","1978","","Lira italiana","","","","KM# 105","",""
"Itália","500 liras","1988","","Lira italiana","","","","KM# 111","",""
"Itália","500 liras","1985","","Lira italiana","","","","KM# 111","",""
"Itália","500 liras","1984","","Lira italiana","","","","KM# 111","",""
"Itália","2 cêntimos de euro","2010","","Euro","","","","KM# 211","",""
"Itália","2 cêntimos de euro","2002","","Euro","","","","KM# 211","",""
"Itália","5 cêntimos de euro","2010","","Euro","","","","KM# 212","",""
"Itália","5 cêntimos de euro","2007","","Euro","","","","KM# 212","",""
"Itália","5 cêntimos de euro","2006","","Euro","","","","KM# 212","",""
"Itália","5 cêntimos de euro","2002","","Euro","","","","KM# 212","",""
"Itália","10 cêntimos de euro","2009","","Euro","","","","KM# 247","",""
"Itália","10 cêntimos de euro","2007","","Euro","","","","KM# 213","",""
"Itália","10 cêntimos de euro","2002","","Euro","","","","KM# 213","",""
"Itália","1 euro","2002","","Euro","","","","KM# 216","",""
"Itália","2 euro","2002","","Euro","","","","KM# 217","",""
"Iugoslávia","10 para","1977","","Dinar iugoslavo","","","","KM# 44","",""
"Iugoslávia","20 para","1980","","Dinar iugoslavo","","","","KM# 45","",""
"Iugoslávia","50 para","1990","","Dinar iugoslavo","","","","KM# 141","",""
"Iugoslávia","10 dinara","1963","","Dinar iugoslavo","","","","KM# 39","",""
"Jamaica","5 cêntimos","1969","","Dólar Jamaicano","","","","KM# 46","",""
"Japão","1 iene","2007","","Yen japonês","","","","Y# 95","",""
"Japão","1 iene","1996","","Yen japonês","","","","Y# 95","",""
"Japão","1 iene","1995","","Yen japonês","","","","Y# 95","",""
"Japão","1 iene","1993","","Yen japonês","","","","Y# 95","",""
"Japão","1 iene","1992","","Yen japonês","","","","Y# 95","",""
"Japão","1 iene","1991","","Yen japonês","","","","Y# 95","",""
"Japão","5 ienes","1993","","Yen japonês","","","","Y# 96","",""
"Japão","5 ienes","1989","","Yen japonês","","","","Y# 96","",""
"Japão","10 ienes","2011","","Yen japonês","","","","Y# 97","",""
"Japão","10 ienes","2006","","Yen japonês","","","","Y# 97","",""
"Japão","10 ienes","2004","","Yen japonês","","","","Y# 97","",""
"Japão","10 ienes","1999","","Yen japonês","","","","Y# 97","",""
"Japão","10 ienes","1993","","Yen japonês","","","","Y# 97","",""
"Japão","10 ienes","1990","","Yen japonês","","","","Y# 97","",""
"Japão","100 ienes","2007","","Yen japonês","","","","Y# 98","",""
"Japão","500 ienes","2009","","Yen japonês","","","","Y# 125","",""
"Japão","500 ienes","1991","","Yen japonês","","","","Y# 99","",""
"Japão","1 iene","1976","","Yen japonês","","","","Y# 74","",""
"Japão","1 iene","1974","","Yen japonês","","","","Y# 74","",""
"Japão","1 iene","1966","","Yen japonês","","","","Y# 74","",""
"Japão","1 iene","1965","","Yen japonês","","","","Y# 74","",""
"Japão","5 ienes","1980","","Yen japonês","","","","Y# 72a","",""
"Japão","5 ienes","1976","","Yen japonês","","","","Y# 72a","",""
"Japão","5 ienes","1974","","Yen japonês","","","","Y# 72a","",""
"Japão","5 ienes","1972","","Yen japonês","","","","Y# 72a","",""
"Japão","10 ienes","1983","","Yen japonês","","","","Y# 73a","",""
"Japão","10 ienes","1982","","Yen japonês","","","","Y# 73a","",""
"Japão","10 ienes","1981","","Yen japonês","","","","Y# 73a","",""
"Japão","10 ienes","1979","","Yen japonês","","","","Y# 73a","",""
"Japão","10 ienes","1978","","Yen japonês","","","","Y# 73a","",""
"Japão","10 ienes","1977","","Yen japonês","","","","Y# 73a","",""
"Japão","10 ienes","1974","","Yen japonês","","","","Y# 73a","",""
"Japão","10 ienes","1972","","Yen japonês","","","","Y# 73a","",""
"Japão","10 ienes","1968","","Yen japonês","","","","Y# 73a","",""
"Japão","50 ienes","1979","","Yen japonês","","","","Y# 81","",""
"Japão","50 ienes","1977","","Yen japonês","","","","Y# 81","",""
"Japão","50 ienes","1975","","Yen japonês","","","","Y# 81","",""
"Japão","100 ienes","1979","","Yen japonês","","","","Y# 82","",""
"Japão","100 ienes","1971","","Yen japonês","","","","Y# 82","",""
"Japão","100 ienes","1967","","Yen japonês","","","","Y# 82","",""
"Jersey","1 pêni","1994","","Libra de Jersey","","","","KM# 54b","",""
"Jersey","2 pence","1992","","Libra de Jersey","","","","KM# 55b","",""
"Jersey","5 pence","1993","","Libra de Jersey","","","","KM# 56.2","",""
"Jordânia","2½ piastres","1996","","Dinar jordaniano","","","","KM# 53","",""
"Laos","50 att","1980","","Kip","","","","KM# 24","",""
"Líbano","10 piastres","1961","","Libra libanesa","","","","KM# 24","",""
"Líbia","50 dirham","1979","","Dinar líbio","","","","KM# 22","",""
"Lituânia","1 centas","1991","","Litas lituano","","","","KM# 85","",""
"Lituânia","2 centas","1991","","Litas lituano","","","","KM# 86","",""
"Lituânia","5 centas","1991","","Litas lituano","","","","KM# 87","",""
"Luxemburgo","10 cêntimos de euro","2004","","Euro","","","","KM# 78","",""
"Luxemburgo","10 cêntimos de euro","2002","","Euro","","","","KM# 78","",""
"Macau","10 avos","2010","","Pataca de Macau","","","","KM# 70","",""
"Malásia","1 sen","1995","","Ringgit malaio","","","","KM# 49","",""
"Malásia","5 sen","1995","","Ringgit malaio","","","","KM# 50","",""
"Malásia","10 sen","1996","","Ringgit malaio","","","","KM# 51","",""
"Malásia","20 sen","1990","","Ringgit malaio","","","","KM# 52","",""
"Maldivas","5 laari","2012","","Maldives Rufiyaa","","","","KM# 114","",""
"México","20 centavos","1994","","Peso mexicano","","","","KM# 548","",""
"México","50 centavos","2008","","Peso mexicano","","","","KM# 549","",""
"México","1 peso","1999","","Peso mexicano","","","","KM# 603","",""
"México","10 pesos","2007","","Peso mexicano","","","","KM# 616","",""
"México","10 pesos","1998","","Peso mexicano","","","","KM# 616","",""
"México","20 centavos","1977","","Peso mexicano","","","","KM# 442","",""
"México","1 peso","1986","","Peso mexicano","","","","KM# 496","",""
"México","1 peso","1971","","Peso mexicano","","","","KM# 460","",""
"México","50 centavos","1969","","Peso mexicano","","","","KM# 451","",""
"Moçambique","5000 meticais","1998","","Metical do Moçambique","","","","KM# 124","",""
"Moldávia","1 ban","2017","","Leu moldavo","","","","KM# 1","",""
"Nigéria","10 kobo","1973","","Naira nigeriana","","","","KM# 10.1","",""
"Noruega","50 ore","2001","","Coroa norueguesa","","","","KM# 460","",""
"Noruega","10 ore","1976","","Coroa norueguesa","","","","KM# 416","",""
"Noruega","50 ore","1990","","Coroa norueguesa","","","","KM# 418","",""
"Noruega","1 coroa","1956","","Coroa norueguesa","","","","KM# 397","",""
"Nova Zelândia","2 cêntimos","1987","","Dólar da Nova Zelândia","","","","KM# 59","",""
"Nova Zelândia","10 cêntimos","2012","","Dólar da Nova Zelândia","","","","KM# 117a","",""
"Nova Zelândia","10 cêntimos","2006","","Dólar da Nova Zelândia","","","","KM# 117a","",""
"Oman","5 baisa","1999","","Rial omanense","","","","KM# 150","",""
"Panamá","¼ balboa","2001","","Balboa","","","","KM# 128","",""
"Papua Nova Guiné ","5 toea","2010","","Kina de Papua Nova Guiné","","","","KM# 3a","",""
"Paquistão","2 paisa","1975","","Rúpia paquistanesa","","","","KM# 34","",""
"Paquistão","1 rúpia","2015","","Rúpia paquistanesa","","","","KM# 67","",""
"Paraguai","5 cêntimos","1947","","Guarani paraguaio","","","","KM# 21","",""
"Paraguai","10 cêntimos","1944","","Guarani paraguaio","","","","KM# 22","",""
"Paraguai","50 cêntimos","1953","","Guarani paraguaio","","","","KM# 28","",""
"Paraguai","50 guaranis","2011","","Guarani paraguaio","","","","KM# 191b","",""
"Paraguai","100 guaranis","2012","","Guarani paraguaio","","","","KM# 177b","",""
"Paraguai","500 guaranis","2012","","Guarani paraguaio","","","","KM# 195a","",""
"Paraguai","500 guaranis","2007","","Guarani paraguaio","","","","KM# 195a","",""
"Paraguai","5 pesos","1939","","Peso Paraguaio","","","","KM# 18","",""
"Peru","5 cêntimos","1996","","Sol peruano","","","","KM# 304","",""
"Peru","10 cêntimos","2011","","Sol peruano","","","","KM# 305.4","",""
"Peru","10 cêntimos","2008","","Sol peruano","","","","KM# 305.4","",""
"Peru","10 cêntimos","1996","","Sol peruano","","","","KM# 305","",""
"Peru","20 cêntimos","2011","","Sol peruano","","","","KM# 306.4","",""
"Peru","20 cêntimos","1996","","Sol peruano","","","","KM# 306","",""
"Peru","50 cêntimos","2011","","Sol peruano","","","","KM# 307.4","",""
"Peru","50 cêntimos","2004","","Sol peruano","","","","KM# 307.4","",""
"Peru","1 novo sol","2011","","Sol peruano","","","","KM# 308.4","",""
"Peru","2 novos sois","2005","","Sol peruano","","","","KM# 313","",""
"Peru","½ sol","1962","","Sol peruano","","","","KM# 220","",""
"Peru","1 sol","1976","","Sol peruano","","","","KM# 266.1","",""
"Peru","10 soles","1978","","Sol peruano","","","","KM# 272","",""
"Polônia ","1 grosz","2003","","Zloty polonês","","","","Y# 276","",""
"Polônia ","1 grosz","1991","","Zloty polonês","","","","Y# 276","",""
"Polônia ","2 grosze","2010","","Zloty polonês","","","","Y# 277","",""
"Polônia ","2 grosze","1991","","Zloty polonês","","","","Y# 277","",""
"Polônia ","5 groszy","1990","","Zloty polonês","","","","Y# 278","",""
"Polônia ","10 groszy","2013","","Zloty polonês","","","","Y# 279","",""
"Polônia ","20 groszy","2012","","Zloty polonês","","","","Y# 280","",""
"Polônia ","50 groszy","1991","","Zloty polonês","","","","Y# 281","",""
"Polônia ","10 groszy","1949","","Zloty polonês","","","","Y# 42a","",""
"Portugal","5 escudos","1998","","Escudo português","","","","KM# 632","",""
"Portugal","10 escudos","1988","","Escudo português","","","","KM# 633","",""
"Portugal","20 escudos","1987","","Escudo português","","","","KM# 634","",""
"Portugal","100 escudos","1989","","Escudo português","II Série – À Conquista do Atlântico - Porto Santo e Madeira","","","KM# 647","",""
"Portugal","100 escudos","1989","","Escudo português","II Série – À Conquista do Atlântico - Açores","","","KM# 648","",""
"Portugal","200 escudos","1992","","Escudo português","Presidência Portuguesa da Comunidade Europeia","","","KM# 663","",""
"Portugal","200 escudos","1992","","Escudo português","XXV Jogos Olímpicos de Verão, Barcelona 1992","","","KM# 662","",""
"Portugal","10 centavos","1976","","Escudo português","","","","KM# 594","",""
"Portugal","10 centavos","1972","","Escudo português","","","","KM# 594","",""
"Portugal","50 centavos","1978","","Escudo português","","","","KM# 596","",""
"Portugal","50 centavos","1970","","Escudo português","","","","KM# 596","",""
"Portugal","1 escudo","1985","","Escudo português","","","","KM# 614","",""
"Portugal","1 escudo","1979","","Escudo português","","","","KM# 597","",""
"Portugal","2.5 escudos","1978","","Escudo português","","","","KM# 590","",""
"Portugal","2.5 escudos","1975","","Escudo português","","","","KM# 590","",""
"Portugal","10 centavos","1950","","Escudo português","","","","KM# 583","",""
"Portugal","10 centavos","1943","","Escudo português","","","","KM# 583","",""
"Portugal","20 centavos","1953","","Escudo português","","","","KM# 584","",""
"Portugal","50 centavos","1958","","Escudo português","","","","KM# 577","",""
"Portugal","5 escudos","1965","","Escudo português","","","","KM# 591","",""
"Portugal","1 cêntimo de euro","2004","","Euro","","","","KM# 740","",""
"Portugal","1 cêntimo de euro","2002","","Euro","","","","KM# 740","",""
"Portugal","2 cêntimos de euro","2002","","Euro","","","","KM# 741","",""
"Portugal","5 cêntimos de euro","2012","","Euro","","","","KM# 742","",""
"Portugal","5 cêntimos de euro","2009","","Euro","","","","KM# 742","",""
"Portugal","5 cêntimos de euro","2007","","Euro","","","","KM# 742","",""
"Portugal","5 cêntimos de euro","2006","","Euro","","","","KM# 742","",""
"Portugal","5 cêntimos de euro","2005","","Euro","","","","KM# 742","",""
"Portugal","5 cêntimos de euro","2002","","Euro","","","","KM# 742","",""
"Portugal","10 cêntimos de euro","2003","","Euro","","","","KM# 743","",""
"Portugal","10 cêntimos de euro","2002","","Euro","","","","KM# 743","",""
"Portugal","1 euro","2002","","Euro","","","","KM# 746","",""
"Portugal","5 reis","1852","","Real português","","","","KM# 480","",""
"Portugal","10 reis","1883","","Real português","","","","KM# 526","",""
"Quênia","10 cêntimos","1967","","Shilling queniano","","","","KM# 2","",""
"Reino Unido","1 pêni","2012","","Libra esterlina","","","","KM# 1107","",""
"Reino Unido","1 pêni","2009","","Libra esterlina","","","","KM# 1107","",""
"Reino Unido","1 pêni","2008","","Libra esterlina","","","","KM# 1107","",""
"Reino Unido","1 pêni","2006","","Libra esterlina","","","","KM# 986","",""
"Reino Unido","1 pêni","2004","","Libra esterlina","","","","KM# 986","",""
"Reino Unido","1 pêni","2002","","Libra esterlina","","","","KM# 986","",""
"Reino Unido","1 pêni","2000","","Libra esterlina","","","","KM# 986","",""
"Reino Unido","1 pêni","1998","","Libra esterlina","","","","KM# 986","",""
"Reino Unido","1 pêni","1996","","Libra esterlina","","","","KM# 935a","",""
"Reino Unido","1 pêni","1995","","Libra esterlina","","","","KM# 935a","",""
"Reino Unido","1 pêni","1994","","Libra esterlina","","","","KM# 935a","",""
"Reino Unido","1 pêni","1989","","Libra esterlina","","","","KM# 935","",""
"Reino Unido","2 pence","2007","","Libra esterlina","","","","KM# 987","",""
"Reino Unido","2 pence","2005","","Libra esterlina","","","","KM# 987","",""
"Reino Unido","2 pence","2000","","Libra esterlina","","","","KM# 987","",""
"Reino Unido","2 pence","1996","","Libra esterlina","","","","KM# 936a","",""
"Reino Unido","2 pence","1994","","Libra esterlina","","","","KM# 936a","",""
"Reino Unido","2 pence","1991","","Libra esterlina","","","","KM# 936","",""
"Reino Unido","5 pence","2008","","Libra esterlina","","","","KM# 988","",""
"Reino Unido","5 pence","2001","","Libra esterlina","","","","KM# 988","",""
"Reino Unido","5 pence","1997","","Libra esterlina","","","","KM# 937b","",""
"Reino Unido","5 pence","1990","","Libra esterlina","","","","KM# 937b","",""
"Reino Unido","10 pence","1992","","Libra esterlina","","","","KM# 938b","",""
"Reino Unido","20 pence","2015","","Libra esterlina","","","","KM# 1336","",""
"Reino Unido","20 pence","2004","","Libra esterlina","","","","KM# 990","",""
"Reino Unido","20 pence","1997","","Libra esterlina","","","","KM# 939","",""
"Reino Unido","20 pence","1982","","Libra esterlina","","","","KM# 931","",""
"Reino Unido","50 pence","2004","","Libra esterlina","","","","KM# 991","",""
"Reino Unido","1 libra","2009","","Libra esterlina","","","","KM# 1113","",""
"Reino Unido","1 libra","2003","","Libra esterlina","","","","KM# 993","",""
"Reino Unido","1 libra","2001","","Libra esterlina","","","","KM# 1013","",""
"Reino Unido","1 libra","1984","","Libra esterlina","","","","KM# 934","",""
"Reino Unido","2 libras","2003","","Libra esterlina","","","","KM# 994","",""
"Reino Unido","½ penny novo","1971","","Libra esterlina","","","","KM# 914","",""
"Reino Unido","1 penny novo","1980","","Libra esterlina","","","","KM# 915","",""
"Reino Unido","2 pence novos","1981","","Libra esterlina","","","","KM# 916","",""
"Reino Unido","2 pence novos","1971","","Libra esterlina","","","","KM# 916","",""
"Reino Unido","50 pence novo","1969","","Libra esterlina","","","","KM# 913","",""
"Reino Unido","1 pêni","1967","","Libra esterlina (pre-decimal)","","","","KM# 897","",""
"Reino Unido","1 pêni","1966","","Libra esterlina (pre-decimal)","","","","KM# 897","",""
"Reino Unido","1 pêni","1962","","Libra esterlina (pre-decimal)","","","","KM# 897","",""
"Reino Unido","3 pence","1964","","Libra esterlina (pre-decimal)","","","","KM# 900","",""
"Reino Unido","6 pence","1960","","Libra esterlina (pre-decimal)","","","","KM# 903","",""
"Reino Unido","6 pence","1958","","Libra esterlina (pre-decimal)","","","","KM# 903","",""
"Reino Unido","1 shilling","1953","","Libra esterlina (pre-decimal)","Escudo Inglês, 3 leões no escudo da coroa","","","KM# 890","",""
"Reino Unido","1 pêni","1938","","Libra esterlina (pre-decimal)","","","","KM# 845","",""
"Reino Unido","3 pence","1942","","Libra esterlina (pre-decimal)","Niquel latão, amarelo","","","KM# 849","",""
"Reino Unido","1 pêni","1897","","Libra esterlina (pre-decimal)","","","","KM# 790","",""
"República Checa","2 coroas","2012","","Coroa checa","","","","KM# 9","",""
"República Checa","2 coroas","2007","","Coroa checa","","","","KM# 9","",""
"República Checa","2 coroas","2003","","Coroa checa","","","","KM# 9","",""
"República Checa","5 coroas","2016","","Coroa checa","","","","KM# 8","",""
"República Checa","5 coroas","1994 b’","b’","Coroa checa","Mintmark ""b’"" (crowned b) - Jablonec nad Nisou, Czech Republic","","","KM# 8","",""
"República Checa","10 coroas","2010","","Coroa checa","","","","KM# 4","",""
"República Checa","10 coroas","1995","","Coroa checa","","","","KM# 4","",""
"Romênia","10 lei","1991","","Leu Romeno","","","","KM# 108","",""
"Romênia","100 lei","1992","","Leu Romeno","","","","KM# 111","",""
"Ruanda","1 franco","1985","","Franco ruandês","","","","KM# 12","",""
"Rússia","10 kopeks","2014","","Rublo russo","","","","Y# 602a","",""
"Rússia","10 kopeks","2013","","Rublo russo","","","","Y# 602a","",""
"Rússia","10 kopeks","2011","","Rublo russo","","","","Y# 602a","",""
"Rússia","50 kopeks","2013 M","M","Rublo russo","Mintmark ""M"" - Moscow","","","Y# 603a","",""
"Rússia","10 rublos","2011","","Rublo russo","","","","Y# 998","",""
"Rússia","25 rublos","2018","","Rublo russo","Campeonato Mundial de Futebol, Rússia 2018 - Logotipo","","","UC# 160","",""
"Rússia","1 rublo","1992 M","M","Rublo russo","Mintmark ""М"" - Moscow (M)","","","Y# 311","",""
"Rússia","100 rublos","1993","","Rublo russo","","","","Y# 338","",""
"Singapura","1 cêntimo","1995","","Dólar da Cingapura","","","","KM# 98","",""
"Singapura","1 cêntimo","1994","","Dólar da Cingapura","","","","KM# 98","",""
"Singapura","5 cêntimos","1995","","Dólar da Cingapura","","","","KM# 99","",""
"Singapura","10 cêntimos","2007","","Dólar da Cingapura","","","","KM# 100","",""
"Singapura","10 cêntimos","1993","","Dólar da Cingapura","","","","KM# 100","",""
"Síria","50 piastres","1968","","Libra síria","","","","KM# 97","",""
"Suécia","50 ore","1977","","Coroa sueca","","","","KM# 855","",""
"Suécia","1 coroa","2003","","Coroa sueca","","","","KM# 894","",""
"Suécia","1 coroa","1980","","Coroa sueca","","","","KM# 852","",""
"Suécia","10 coroas","1991","","Coroa sueca","","","","KM# 877","",""
"Suécia","25 ore","1967","","Coroa sueca","","","","KM# 836","",""
"Suécia","50 ore","1973","","Coroa sueca","","","","KM# 837","",""
"Suécia","1 coroa","1973","","Coroa sueca","","","","KM# 826a","",""
"Suíça","5 rappen","1992","","Franco Suiço","","","","KM# 26c","",""
"Suíça","5 rappen","1982","","Franco Suiço","","","","KM# 26c","",""
"Suíça","10 rappen","1982","","Franco Suiço","","","","KM# 27","",""
"Suíça","10 rappen","1980","","Franco Suiço","","","","KM# 27","",""
"Suíça","½ franco","1972","","Franco Suiço","","","","KM# 23a","",""
"Suíça","1 franco","1987","","Franco Suiço","","","","KM# 24a","",""
"Suíça","2 francos","1994","","Franco Suiço","","","","KM# 21a","",""
"Suíça","2 francos","1968","","Franco Suiço","W/o mintmark","","","KM# 21a","",""
"Suíça","5 francos","1973","","Franco Suiço","","","","KM# 40a","",""
"Suíça","5 rappen","1957","","Franco Suiço","","","","KM# 26","",""
"Suíça","20 rappen","1953","","Franco Suiço","","","","KM# 29a","",""
"Tailândia","1 baht","2015","","Baht tailandês","","","","Y# 443","",""
"Tailândia","1 baht","2001","","Baht tailandês","","","","Y# 183","",""
"Tailândia","25 satang","1957 M","M","Baht tailandês","Reeded edge","","","Y# 80","",""
"Tailândia","1 baht","1977","","Baht tailandês","","","","Y# 110","",""
"Taiwan","1 dólar","2014","","Dólar taiwanês","","","","Y# 551","",""
"Taiwan","5 dólares","1973","","Dólar taiwanês","","","","Y# 548","",""
"Tajiquistão","1 diram","2011","","Somoni Tadjique","","","","KM# 35","",""
"Tchecoslováquia","50 hellers","1984","","Coroa Tcheca","","","","KM# 89","",""
"Tonga","1 seniti","2005","","Pa'anga tonganês","","","","KM# 66a","",""
"Tunísia","100 francos","1950","","Franco tunisiano","","","","KM# 276","",""
"Turquia","1 lira","2010","","Lira turca","","","","KM# 1244","",""
"Turquia","500.000 lira","2002","","Lira turca","Ovelha","","","KM# 1161","",""
"Turquia","750.000 lira","2002","","Lira turca","Cabra","","","KM# 1162","",""
"Turquia","1.000 lira","1990","","Lira turca","","","","KM# 997","",""
"Turquia","50.000 lira","1999","","Lira turca","FAO - Segurança alimentar
","","","KM# 1103","",""
"Turquia","10 kurus","1949","","Lira turca","","","","KM# 888","",""
"Uganda","1 shilling","1987","","Shilling de Uganda","","","","KM# 27","",""
"Uganda","2 shillings","1987","","Shilling de Uganda","","","","KM# 28","",""
"Uganda","5 shillings","1987","","Shilling de Uganda","","","","KM# 29","",""
"União Soviética","1 kopek","1972","","Rublo soviético","","","","Y# 126a","",""
"União Soviética","5 kopeks","1980","","Rublo soviético","","","","Y# 129a","",""
"Uruguai","1 peso","2011","","Peso uruguaio","","","","KM# 135","",""
"Uruguai","1 peso","2005","","Peso uruguaio","","","","KM# 103.2","",""
"Uruguai","1 peso","1998","","Peso uruguaio","","","","KM# 103.2","",""
"Uruguai","1 peso","1994","","Peso uruguaio","","","","KM# 103.1","",""
"Uruguai","2 pesos","2011","","Peso uruguaio","","","","KM# 136","",""
"Uruguai","2 pesos","2007","","Peso uruguaio","","","","KM# 104.2","",""
"Uruguai","2 pesos","1994","","Peso uruguaio","","","","KM# 104.1","",""
"Uruguai","5 pesos","2005","","Peso uruguaio","","","","KM# 120.2","",""
"Uruguai","5 pesos","2003","","Peso uruguaio","","","","KM# 120.1","",""
"Uruguai","10 pesos","2011","","Peso uruguaio","","","","KM# 134","",""
"Uruguai","10 pesos","2000","","Peso uruguaio","","","","KM# 121","",""
"Uruguai","10 centésimos","1976","","Peso uruguaio","","","","KM# 66","",""
"Uruguai","20 centésimos","1981","","Peso uruguaio","","","","KM# 67","",""
"Uruguai","1 peso novo","1980","","Peso uruguaio","","","","KM# 74","",""
"Uruguai","1 peso novo","1977","","Peso uruguaio","","","","KM# 69","",""
"Uruguai","1 peso novo","1976","","Peso uruguaio","","","","KM# 69","",""
"Uruguai","5 pesos novos","1980","","Peso uruguaio","","","","KM# 75","",""
"Uruguai","10 pesos novos","1989","","Peso uruguaio","","","","KM# 93","",""
"Uruguai","50 pesos novos","1989","","Peso uruguaio","","","","KM# 94","",""
"Uruguai","200 pesos novos","1989","","Peso uruguaio","","","","KM# 97","",""
"Uruguai","2 centésimos","1953","","Peso uruguaio","","","","KM# 33","",""
"Uruguai","2 centésimos","1951","","Peso uruguaio","","","","KM# 20a","",""
"Uruguai","2 centésimos","1949","","Peso uruguaio","","","","KM# 20a","",""
"Uruguai","2 centésimos","1909","","Peso uruguaio","","","","KM# 20","",""
"Uruguai","5 centésimos","1960","","Peso uruguaio","","","","KM# 38","",""
"Uruguai","5 centésimos","1953","","Peso uruguaio","","","","KM# 34","",""
"Uruguai","5 centésimos","1947","","Peso uruguaio","","","","KM# 21a","",""
"Uruguai","5 centésimos","1909","","Peso uruguaio","","","","KM# 21","",""
"Uruguai","10 centésimos","1960","","Peso uruguaio","","","","KM# 39","",""
"Uruguai","10 centésimos","1953","","Peso uruguaio","","","","KM# 35","",""
"Uruguai","10 centésimos","1930","","Peso uruguaio","","","","KM# 25","",""
"Uruguai","25 centésimos","1960","","Peso uruguaio","","","","KM# 40","",""
"Uruguai","50 centésimos","1960","","Peso uruguaio","","G","","KM# 41","",""
"Uruguai","1 peso","1968","","Peso uruguaio","","","","KM# 49","",""
"Uruguai","10 pesos","1968","","Peso uruguaio","","","","KM# 51","",""
"Uzbequistão","1 tiyin","1994","","som de Uzbequistão","","","","KM# 1","",""
"Uzbequistão","3 tiyin","1994","","som de Uzbequistão","","","","KM# 2","",""
"Uzbequistão","5 tiyin","1994","","som de Uzbequistão","","","","KM# 3","",""
"Uzbequistão","10 tiyin","1994","","som de Uzbequistão","Dots around obverse","","","KM# 4.2","",""
"Uzbequistão","20 tiyin","1994","","som de Uzbequistão","Dots around obverse","","","KM# 5.2","",""
"Uzbequistão","50 tiyin","1994","","som de Uzbequistão","Dots around obverse","","","KM# 6.2","",""
"Venezuela","50 cêntimos","1965","","Bolívar venezuelano","","","","Y# 41","",""
"Venezuela","1 bolivar","1967","","Bolívar venezuelano","","","","Y# 42","",""
"Venezuela","2 bolívares","1967","","Bolívar venezuelano","","","","Y# 43","",""
"Venezuela","5 bolívares","1977","","Bolívar venezuelano","","","","Y# 53","",""
"Vietnam","200 dong","2003","","Đồng vietnamita","","","","KM# 71","",""
"Zâmbia","50 ngwee","2012","","Kwacha Zambiano","","","","KM# 208","",""
